Water System No.,Water System Name,Type,Distribution System Class,Max Treatment Plant Class,Principal County Served,Primary Source Water Type,Lat,Long,project_water
CA3200048,PNF MT HOUGH RANGER STATION,NTNC,D1,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200049,DREAM CATCHER CAMPGROUND,NC,D1,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200050,PNF GANSNER BAR CG / WORK CENTER,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200051,WALTONS GRIZZLY LODGE,NC,NR,T1,PLUMAS  ,GW,,,Neither 
CA3200053,CHALET VIEW LODGE,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200058,CROMBERG SPRING WATER ASSN,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200060,SILVERTIP SPRINGS WATER SYSTEM,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200061,PG&E HASKINS VALLEY CG,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200062,VAGABOND RESORT,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200063,COPPERCREEK CAMPGROUND,NC,D1,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200065,PNF PENINSULA / WYANDOTTE CGS,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200066,MIDDLE FORK MOBILE HOME PARK,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200068,PNF WHITEHORSE CG,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200069,PNF SUNDEW / HUTCHINS CGS,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200072,BUCKS LAKESHORE RESORT,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200078,FRCCSD OLD MILL RANCH,C,D1,TD,PLUMAS  ,GW,,,Neither 
CA3200083,CLIO RIVERS EDGE RV PARK,NC,NR,TD,PLUMAS  ,GW,,,Neither 
CA3200084,PG&E ROCKY POINT CG,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200085,LAST CHANCE SALOON,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200094,J&J GRIZZLY RESORT,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200097,CAMP TIMBERWOLF,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200098,BUCKS LAKE CAMP AND RV PARK,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200102,WHITEHAWK RANCH MWC,C,D1,T2,PLUMAS  ,SW,n/a,n/a,Neither 
CA3200104,GRIZZLY LAKE CSD-DELLEKER,C,D1,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200107,GRIZZLY LAKE CSD-CROCKER/WELCH,C,D1,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200109,NORTH SHORE CG,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200111,FEATHER RIVER COMMUNITY COLLEGE,NTNC,D1,TD,PLUMAS  ,GW,,,Neither 
CA3200114,EVERGREEN MOTEL & MHP,C,D1,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200118,LAKE COVE RESORT,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200122,LAKE HAVEN RESORT,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200123,BOURBON & WATER CO,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200126,PLUMAS PINES RESORT,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200127,ARLINGTON HEIGHTS MHP,C,D1,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200130,PRATTVILLE WATER ASSN,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200134,BLAIRSDEN WATER USERS ASSN,C,D1,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200138,MEADOW EDGE MHP,C,D1,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200139,ALMANOR HEIGHTS MWC,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200141,SIERRA PACIFIC INDUSTRIES QUINCY,NTNC,D1,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200143,BELDEN TOWN & RESORT,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200148,FEATHER RIVER RV & MHP,C,D1,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200152,CANYON RANCH RV PARK,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200153,CARIBOU CROSSROADS,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200155,FRCCSD HOT SPRINGS,C,D1,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200165,CEDAR LODGE MOTEL,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200166,PG&E RODGERS FLAT SERVICE CENTER,NTNC,D1,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200171,SIERRA VALLEY RV PARK,NC,D1,T1,PLUMAS  ,GW,,,Neither 
CA3200172,ASSOCIATIONS OF THOMPSON LAKE,NC,NR,T2,PLUMAS  ,SW,n/a,n/a,Neither 
CA3200175,LA PORTE PINES COUNTRY CLUB,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200177,PANCAKE BAY MUTUAL WATER CO,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200178,WILSONS CAMP PRATTVILLE,NC,D1,TD,PLUMAS  ,GW,,,Neither 
CA3200185,LOWER BUCKS LAKE LDS CAMP,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200186,UC BERKELEY FORESTRY CAMP,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200187,PNF LIGHTING TREE CG,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200188,GREENHORN CREEK CSD,C,D1,TD,PLUMAS  ,GW,,,Neither 
CA3200189,VALIVU ESTATES MHP,C,D1,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200193,PNF BECKWOURTH NERVINO FIRE STATION,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200195,GREENHAVEN HOA,C,D1,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200205,TWO RIVERS SPORT CAMP,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200212,PNF LAKES BASIN CG,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200213,PLUMAS COUNTY GANSNER PARK,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200216,LAKEVIEW GAS & FOOD,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200219,BREWING LAIR,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200221,SENDERO RANCH,NTNC,D1,T1,PLUMAS  ,GW,,,Neither 
CA3200225,SIERRA VALLEY PRESERVE,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200301,PSEA CAMP ALMANOR,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200505,JOHNSVILLE PUBLIC UTILITY DIST,NC,NR,T2,PLUMAS  ,SW,n/a,n/a,Neither 
CA3200507,LA PORTE WATER DISTRICT,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200509,CLIO PUBLIC UTILITY DISTRICT,C,D1,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200510,IVCSD CRESCENT MILLS,C,D1,T1,PLUMAS  ,GW,,,Neither 
CA3200617,RIVER RANCH RV PARK,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200618,GOODWIN'S GENERAL STORE,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200704,LNF ALMANOR CG,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3200718,PNF SANDY POINT DAY USE AREA,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3205001,WALKER RANCH CSD,C,D1,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3205003,GOLD MOUNTAIN CSD,C,D1,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3205005,GRIZZLY CREEK RANCH SNJ,NTNC,D1,TD,PLUMAS  ,GW,,,Neither 
CA3205006,GRIZZLY RANCH CSD,C,D1,T1,PLUMAS  ,GW,,,Neither 
CA3205007,PNF SPANISH CREEK CG,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3205009,EAGLE RIDGE RV PARK,NC,D1,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3205011,BUCKS LAKE MARINA,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3210001,IVCSD-GREENVILLE,C,D1,TD,PLUMAS  ,GW,,,Neither 
CA3210003,CITY OF PORTOLA,C,D2,TD,PLUMAS  ,SWP,39.82407192,-120.4733909,SWP
CA3210004,AMERICAN VALLEY CSD,C,D2,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3210005,GRAEAGLE WATER COMPANY,C,D1,T2,PLUMAS  ,SW,,,Neither 
CA3210006,LAKE ALMANOR COUNTRY CLUB MWC,C,D1,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3210007,WEST ALMANOR M.W.C.,C,D1,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3210009,CHESTER PUBLIC U.D.,C,D2,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3210010,HAMILTON BRANCH CSD,C,D2,TD,PLUMAS  ,GW,,,Neither 
CA3210011,PLUMAS EUREKA CSD,C,D1,T2,PLUMAS  ,GW,,,Neither 
CA3210300,PLUMAS-EUREKA S.P.,NC,NR,There are no treatment plants,PLUMAS  ,GW,,,Neither 
CA3290001,GRIZZLY RANCH RECLAMATION FACILITY,NP,,There are no treatment plants,PLUMAS  ,,,,Neither 
CA3290002,AMERICAN VALLEY CSD WWTP,NP,,There are no treatment plants,PLUMAS  ,,,,Neither 
,,,,,,,,,Neither 
CA5100107,GOLDEN STATE WATER CO. - ROBBINS,C,D1,T2,SUTTER  ,GW,,,Neither 
CA5100112,TIERRA BUENA MHP #1,C,D1,There are no treatment plants,SUTTER  ,GW,,,Neither 
CA5100117,NATIONAL AMERICAN CORP. LP-LAKE MINDEN,NC,D1,There are no treatment plants,SUTTER  ,GW,,,Neither 
CA5100118,LOVEY'S LANDING,NC,NR,There are no treatment plants,SUTTER  ,GW,,,Neither 
CA5100125,HARMONY VILLAGE,C,D1,T2,SUTTER  ,GW,,,Neither 
CA5100135,EAST NICOLAUS MWC,NC,D1,There are no treatment plants,SUTTER  ,GW,,,Neither 
CA5100136,EAST NICOLAUS JOINT UNION HIGH SCHOOL,NTNC,D1,There are no treatment plants,SUTTER  ,GW,,,Neither 
CA5100138,BROWNS ELEMENTARY SCHOOL,NTNC,D1,There are no treatment plants,SUTTER  ,GW,,,Neither 
CA5100140,MARCUM ILLINOIS ELEMENTARY SCHOOL,NTNC,D1,There are no treatment plants,SUTTER  ,GW,,,Neither 
CA5100141,MERIDIAN ELEMENTARY SCHOOL,NTNC,D1,T2,SUTTER  ,GW,,,Neither 
CA5100142,NUESTRO SCHOOL,NTNC,D1,T1,SUTTER  ,GW,,,Neither 
CA5100143,PLEASANT GROVE ELEM. SCHOOL,NTNC,D1,There are no treatment plants,SUTTER  ,GW,,,Neither 
CA5100153,HOLT OF CALIFORNIA,NTNC,D1,T2,SUTTER  ,GW,,,Neither 
CA5100159,VERONA MARINA LAUNCH & R.V.,NC,D1,There are no treatment plants,SUTTER  ,GW,,,Neither 
CA5100160,VERONA VILLAGE RIVER RESORT,NC,D1,There are no treatment plants,SUTTER  ,GW,,,Neither 
CA5100172,ENCINAL ELEMENTARY SCHOOL,NTNC,D1,T1,SUTTER  ,GW,,,Neither 
CA5100180,LEGACY BAPTIST CHURCH,NC,D1,T1,SUTTER  ,GW,,,Neither 
CA5101009,WILDEWOOD EAST MUTUAL,C,D1,There are no treatment plants,SUTTER  ,GW,,,Neither 
CA5101013,RANCH HOUSE RESTAURANT & BAR,NC,D1,There are no treatment plants,SUTTER  ,GW,,,Neither 
CA5102009,CHURCH OF GLAD TIDINGS,NTNC,D1,T1,SUTTER  ,GW,,,Neither 
CA5102016,PASQUINI'S (MICHELI) WS,NC,D1,There are no treatment plants,SUTTER  ,GW,,,Neither 
CA5102025,YUBA APARTMENT HOMES,C,D1,There are no treatment plants,SUTTER  ,GW,,,Neither 
CA5102032,DWR-SUTTER MAINTENANCE YARD,NTNC,D1,There are no treatment plants,SUTTER  ,GW,,,Neither 
CA5103005,OSWALD WATER SYSTEM,NC,D1,There are no treatment plants,SUTTER  ,GW,,,Neither 
CA5103015,SIERRA GOLD NURSERIES,NTNC,D1,There are no treatment plants,SUTTER  ,GW,,,Neither 
CA5103327,SRI GURU NANAK SIKH TEMPLE,NC,D1,There are no treatment plants,SUTTER  ,GW,,,Neither 
CA5103335,LIVE OAK CHILD CARE CENTER,NTNC,D1,T2,SUTTER  ,GW,,,Neither 
CA5105002,RIVER OAKS GOLF CLUB,NC,D1,There are no treatment plants,SUTTER  ,GW,,,Neither 
CA5105004,"SYSCO FOOD SERVICES OF SACRAMENTO, INC.",NTNC,D1,There are no treatment plants,SUTTER  ,GW,,,Neither 
CA5105011,COE ORCHARD EQUIPMENT,NTNC,D1,There are no treatment plants,SUTTER  ,GW,,,Neither 
CA5105013,CSP LABS & MICRO PARADOX,NTNC,D1,T1,SUTTER  ,GW,,,Neither 
CA5105014,HOLT 7518,NTNC,D1,T2,SUTTER  ,GW,,,Neither 
CA5110001,CITY OF LIVE OAK,C,D2,T2,SUTTER  ,GW,,,Neither 
CA5110002,CITY OF YUBA CITY,C,D4,T5,SUTTER  ,SW,39.13218884,-121.639771,SWP
CA5110007,SUTTER COMMUNITY S.D.,C,D2,There are no treatment plants,SUTTER  ,GW,,,Neither 
,,,,,,,,,Neither 
CA1600002,SUNSET VISTA ESTATES MHP,C,D1,T1,KINGS  ,GW,,,Neither 
CA1600009,HANFORD CHRISTIAN SCHOOL,NTNC,D1,There are no treatment plants,KINGS  ,GW,,,Neither 
CA1600011,PIONEER ELEMENTARY SCHOOL,NTNC,D1,T1,KINGS  ,GW,,,Neither 
CA1600013,LAKESIDE ELEMENTARY SCHOOL,NTNC,D1,T1,KINGS  ,GW,,,Neither 
CA1600015,KINGS RIVER HARDWICK SCHOOL,NTNC,D1,There are no treatment plants,KINGS  ,GW,,,Neither 
CA1600017,ISLAND UNION SCHOOL,NTNC,D1,There are no treatment plants,KINGS  ,GW,,,Neither 
CA1600022,"WESTSIDE HARVESTING, LLC",NTNC,D1,T1,KINGS  ,GW,,,Neither 
CA1600023,AZCAL MANAGEMENT CO,C,D1,T2,KINGS  ,SW,36.18019584,-119.958972,CVP
CA1600029,BURRIS PARK,NC,NR,There are no treatment plants,KINGS  ,GW,,,Neither 
CA1600032,KINGS REST MOTEL,NC,NR,There are no treatment plants,KINGS  ,GW,,,Neither 
CA1600050,CENTRAL VALLEY MEAT CO INC,NTNC,D1,T1,KINGS  ,GW,,,Neither 
CA1600249,"MORNING STAR KING, LLC",NTNC,D1,T3,KINGS  ,GW,,,Neither 
CA1600255,OVERLAND STOCKYARD,NC,NR,There are no treatment plants,KINGS  ,GW,,,Neither 
CA1600256,CESAR AREVALO RENTALS,NC,NR,There are no treatment plants,KINGS  ,GW,,,Neither 
CA1600258,KINGS COUNTRY CLUB,NC,NR,There are no treatment plants,KINGS  ,GW,,,Neither 
CA1600261,FARMERS MINI MART,NC,NR,There are no treatment plants,KINGS  ,GW,,,Neither 
CA1600264,WESTSIDE LOCKERS,NC,NR,There are no treatment plants,KINGS  ,GW,,,Neither 
CA1600265,HICKEY PARK,NC,NR,There are no treatment plants,KINGS  ,GW,,,Neither 
CA1600270,KINGSTON-LATON PARK,NC,NR,There are no treatment plants,KINGS  ,GW,,,Neither 
CA1600274,KWIK BREAK DELI MART,NC,D1,T1,KINGS  ,GW,,,Neither 
CA1600275,GRANGEVILLE MARKET,NC,NR,There are no treatment plants,KINGS  ,GW,,,Neither 
CA1600282,A & M LIVESTOCK AUCTION,NC,NR,There are no treatment plants,KINGS  ,GW,,,Neither 
CA1600290,LA FUENTE MARKET II(WA),NC,NR,There are no treatment plants,KINGS  ,GW,,,Neither 
CA1600293,15TH AVENUE,C,D1,T1,KINGS  ,GW,,,Neither 
CA1600303,KEENAN FARMS INC.,NTNC,D1,T2,KINGS  ,SW,n/a,n/a,Neither 
CA1600507,HARDWICK WATER COMPANY,C,D1,There are no treatment plants,KINGS  ,GW,,,Neither 
CA1600602,NICHOLS FARMS,NTNC,D1,T1,KINGS  ,GW,,,Neither 
CA1600603,HOMEGROWN COLD STORAGE,NC,NR,There are no treatment plants,KINGS  ,GW,,,Neither 
CA1600604,WARMERDAM PACKING LLC,NC,NR,There are no treatment plants,KINGS  ,GW,,,Neither 
CA1600605,BAKER COMMODITIES INC.,NTNC,D1,T1,KINGS  ,GW,,,Neither 
CA1600607,HANFORD FIRST BAPTIST CHURCH,NC,D1,T1,KINGS  ,GW,,,Neither 
CA1600608,WSL - SURF RANCH,NC,NR,T1,KINGS  ,GW,,,Neither 
CA1600609,NETTO AG INC.,NTNC,D1,There are no treatment plants,KINGS  ,GW,,,Neither 
CA1610001,ARMONA COMMUNITY SERVICES DIST,C,D2,T3,KINGS  ,GW,,,Neither 
CA1610002,"AVENAL, CITY OF",C,D3,T3,KINGS  ,SW,36.01484187,-120.1144992,CVP
CA1610003,"HANFORD, CITY OF",C,D4,T2,KINGS  ,GW,,,Neither 
CA1610004,"CORCORAN, CITY OF",C,D3,T4,KINGS  ,GW,,,Neither 
CA1610005,"LEMOORE, CITY OF",C,D3,T3,KINGS  ,GW,,,Neither 
CA1610006,STRATFORD PUD,C,D2,TD,KINGS  ,GW,,,Neither 
CA1610007,HOME GARDEN CSD,C,D2,T2,KINGS  ,GW,,,Neither 
CA1610009,KETTLEMAN CITY CSD,C,D1,T3,KINGS  ,SW,35.99922591,-119.9617334,SWP
CA1610700,LEMOORE NAVAL AIR STATION,C,D3,T3,KINGS  ,SW,36.31938385,-119.9341818,CVP
CA1690001,CITY OF AVENAL,NP,,There are no treatment plants,KINGS  ,,,,Neither 
CA1690002,CITY OF HANFORD,NP,,There are no treatment plants,KINGS  ,,,,Neither 
CA1690003,TONY REIS,NP,,There are no treatment plants,KINGS  ,,,,Neither 
CA1690004,CITY OF LEMOORE,NP,,There are no treatment plants,KINGS  ,,,,Neither 
CA1690005,CITY OF HANFORD,NP,,There are no treatment plants,KINGS  ,,,,Neither 
CA1690006,SANTA ROSA RANCHERIA TACHI TRIBE,NP,,There are no treatment plants,KINGS  ,,,,Neither 
CA1690007,KETTLEMAN CITY,NP,,There are no treatment plants,KINGS  ,,,,Neither 
CA1690008,EL DORADO MHP WWTF-MCCLORY PROPERTIES,NP,,There are no treatment plants,KINGS  ,,,,Neither 
,,,,,,,,,Neither 
CA5000005,CROWS LANDING COMM SVC DISTRICT,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000008,KNIGHTS FERRY COMM. SVC. DIST.,C,D1,T2,STANISLAUS  ,SW,37.82028285,-120.670181,CVP
CA5000010,TID/ LA GRANGE WATER SYSTEM,C,D1,T2,STANISLAUS  ,SW,n/a,n/a,Neither 
CA5000013,OID #45,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000014,OID #46 - SUNSET OAKS,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000015,OID #22 - WILLIAMS TRACT,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000017,PARK HEIGHTS MUTUAL WATER CO,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000019,RIVERDALE PARK TRACT CSD,C,D1,TD,STANISLAUS  ,GW,,,Neither 
CA5000020,RIVER ROAD MUTUAL WATER COMPANY,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000033,COBLES CORNER,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000041,MAZE BLVD MOBILEHOME PARK,C,NR,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000048,LAZY B MOBILEHOME PARK,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000049,LONE PINE MHP,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000054,MORNINGSIDE MOBILEHOME PARK,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000055,OLIVE LANE MOBILEHOME PARK,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000058,FISHERMAN'S BEND MHP,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000060,CASA DE AMIGOS MANUFACTURED HOUSING COMM,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000061,MARTIN'S MOBILE HOME COURT,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000067,TULLY MOBILE ESTATES,C,D1,T2,STANISLAUS  ,GW,,,Neither 
CA5000071,TWIN CYPRESS MOBILE HOME PARK,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000072,MULBERRY MHP,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000080,COUNTRY WESTERN MHRV,C,D1,T2,STANISLAUS  ,GW,,,Neither 
CA5000082,4N MOBILEHOME PARK,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000090,RIVERVIEW MOBILE HOME ESTATES,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000091,OAKDALE GOLF & COUNTRY CLUB (EH),NC,NR,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000095,SUNRISE VILLAGE MHP,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000099,DEL RIO EAST HOA WATER SYSTEM,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000101,CHATOM SCHOOL (EH),NTNC,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000109,CERES UNIFIED/WESTPORT SCHOOL,NTNC,D1,T2,STANISLAUS  ,GW,,,Neither 
CA5000110,FEE WATER SYSTEM,NC,NR,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000117,LAKEWOOD MEMORIAL PARK & FUNERAL HOME,NTNC,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000132,VALLEY HOME SCHOOL TEXAS,NTNC,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000133,HART- RANSOM UNION SCHOOL & DISTRICT,NTNC,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000134,DEPARTMENT OF TRANSPORTATION,NC,D1,TD,STANISLAUS  ,GW,,,Neither 
CA5000136,LOG CABIN,NC,NR,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000141,LIBITZKY,NTNC,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000154,THE FRUIT YARD RESTAURANT,NTNC,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000155,ROBERTS FERRY SCHOOL CAFETERIA,NTNC,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000158,"GAWFCO ENTERPRISES, INC.",NC,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000164,MODESTO RESERVOIR,NC,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000165,WOODWARD RESERVOIR WATER SYSTEM,NC,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000166,FOX GROVE FISHING ACCESS,NC,NR,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000175,SHIVELY'S BAR & GRILL,NC,NR,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000179,SCONZA CANDY COMPANY,NTNC,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000189,"NMIP FIRE & WATER SYSTEM, LLC",NTNC,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000202,JOE'S TRAVEL PLAZA (EH),NTNC,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000211,RIVERBANK LRA,NTNC,D1,TD,STANISLAUS  ,GW,,,Neither 
CA5000213,HAMLET MOTEL,NC,NR,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000218,COUNTRY VILLA APTS,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000237,NORTH OAKS MUTUAL WATER CO,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000239,LA GRANGE PARK-OHV,NC,NR,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000243,FRANK RAINES PARK OHV,NC,D1,T2,STANISLAUS  ,GU,,,Neither 
CA5000249,STANISLAUS UNION SCHOOL DIST,NTNC,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000255,MOUNTAIN VIEW ELEMENTARY SCHOOL,NTNC,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000258,4937 BECKWITH WATER SYSTEM,NC,NR,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000261,5801 MCHENRY AVE,NC,NR,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000263,OASIS INVESTMENTS,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000272,CITY OF OAKDALE -KERR PARK,NC,NR,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000273,GRATTON SCHOOL,NTNC,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000274,PARADISE SCHOOL,NTNC,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000277,VALLEY HOME SCHOOL PIONEER,NTNC,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000284,RAINBOW SPORTS COMPLEX,NC,NR,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000286,BRONCO WINERY,NTNC,D1,T3,STANISLAUS  ,GW,,,Neither 
CA5000290,SMART STOP FOOD MART (EH),NC,NR,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000295,SHILOH SCHOOL DISTRICT,NTNC,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000297,BUEHNER HOUSES,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000298,ORANGE BLOSSOM RECREATION AREA,NC,NR,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000307,KINGDOM HALL JEHOVAH WITNESS #1923,NC,NR,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000313,BUEHNER WATER SYSTEM,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000317,OID #51 - SUNSET OAKS #10,C,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000332,VFW POST 5059 WATER SYSTEM,NC,NR,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000335,"BRETHREN HERITAGE SCHOOL, INC",NTNC,D1,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
CA5000346,NINO'S PLACE WATER SYSTEM,NC,NR,There are no treatment plants,STANISLAUS  ,GW,,,Neither 
